ID,Name,Joining Date,Age,Birth Date,Gender,Education,Average Working Hours,Skill Level,Defect Type,Defect Rate
17071,Samuel Maddox,2021-04-25,26,1998-04-24,Female,Diploma,37.35734858983797,Intermediate,High Low,32.9854
17071,Samuel Maddox,2021-04-25,26,1998-04-24,Female,Diploma,39.1505157037433,Intermediate,Openseam,47.2310
17071,Samuel Maddox,2021-04-25,26,1998-04-24,Female,Diploma,37.38596648515449,Intermediate,High Low,9.1351
17071,Samuel Maddox,2021-04-25,26,1998-04-24,Female,Diploma,38.200131041252504,Intermediate,SPI Errors,49.5623
43170,Elizabeth Woodard,2023-07-16,24,2000-04-23,Female,O/L,47.29520869352603,Expert,Openseam,49.4197
43170,Elizabeth Woodard,2023-07-16,24,2000-04-23,Female,O/L,45.24458076258361,Expert,Runoff,42.5029
43170,Elizabeth Woodard,2023-07-16,24,2000-04-23,Female,O/L,45.809736340778294,Expert,SPI Errors,17.6173
43170,Elizabeth Woodard,2023-07-16,24,2000-04-23,Female,O/L,45.82288487257746,Expert,Openseam,1.5073
43170,Elizabeth Woodard,2023-07-16,24,2000-04-23,Female,O/L,48.305303128228175,Expert,High Low,7.8809
21441,Charles Huffman,2022-08-17,22,2002-04-23,Female,Diploma,36.542712450295475,Intermediate,SPI Errors,17.3716
21441,Charles Huffman,2022-08-17,22,2002-04-23,Female,Diploma,34.450373571942286,Intermediate,Runoff,10.9132
21441,Charles Huffman,2022-08-17,22,2002-04-23,Female,Diploma,33.8145688158345,Intermediate,SPI Errors,46.3678
21441,Charles Huffman,2022-08-17,22,2002-04-23,Female,Diploma,32.73694073898688,Intermediate,Runoff,43.4925
21441,Charles Huffman,2022-08-17,22,2002-04-23,Female,Diploma,35.80925216273818,Intermediate,High Low,40.8620
36729,Lisa Jones,2021-10-04,21,2003-04-23,Female,O/L,43.076671325746425,Expert,Openseam,6.4527
36729,Lisa Jones,2021-10-04,21,2003-04-23,Female,O/L,48.909895482970214,Expert,SPI Errors,49.9423
36729,Lisa Jones,2021-10-04,21,2003-04-23,Female,O/L,45.05737669269052,Expert,SPI Errors,38.3598
36729,Lisa Jones,2021-10-04,21,2003-04-23,Female,O/L,44.01942709443841,Expert,SPI Errors,36.1948
36729,Lisa Jones,2021-10-04,21,2003-04-23,Female,O/L,42.444693092574454,Expert,SPI Errors,0.7096
76439,Ralph Lester,2021-09-06,29,1995-04-25,Female,O/L,29.039624776991708,Beginner,SPI Errors,28.8237
76439,Ralph Lester,2021-09-06,29,1995-04-25,Female,O/L,24.55202344177806,Beginner,Runoff,27.7544
76439,Ralph Lester,2021-09-06,29,1995-04-25,Female,O/L,20.26959300233829,Beginner,Runoff,6.5428
76439,Ralph Lester,2021-09-06,29,1995-04-25,Female,O/L,23.330036347222443,Beginner,Runoff,1.9157
76439,Ralph Lester,2021-09-06,29,1995-04-25,Female,O/L,20.330498394380182,Beginner,Runoff,48.3872
10291,Andrea Spence,2023-08-15,27,1997-04-24,Female,Diploma,41.52928539987847,Expert,Openseam,32.1832
10291,Andrea Spence,2023-08-15,27,1997-04-24,Female,Diploma,42.328588388587626,Expert,Openseam,15.8770
10291,Andrea Spence,2023-08-15,27,1997-04-24,Female,Diploma,45.296939104091,Expert,SPI Errors,3.0321
10291,Andrea Spence,2023-08-15,27,1997-04-24,Female,Diploma,48.930342665212095,Expert,Openseam,42.2085
10291,Andrea Spence,2023-08-15,27,1997-04-24,Female,Diploma,41.391316125841755,Expert,SPI Errors,4.6873
73407,Brady White,2022-11-01,26,1998-04-24,Female,O/L,42.56188432808176,Expert,SPI Errors,3.5038
73407,Brady White,2022-11-01,26,1998-04-24,Female,O/L,45.81741066332077,Expert,SPI Errors,30.8096
73407,Brady White,2022-11-01,26,1998-04-24,Female,O/L,44.124971849115056,Expert,Openseam,1.2145
73407,Brady White,2022-11-01,26,1998-04-24,Female,O/L,41.80951537634818,Expert,SPI Errors,27.9553
73407,Brady White,2022-11-01,26,1998-04-24,Female,O/L,43.905591973297355,Expert,SPI Errors,33.6363
40380,Jason Banks,2020-03-23,20,2004-04-22,Female,A/L,47.260052694119565,Expert,Openseam,13.6383
40380,Jason Banks,2020-03-23,20,2004-04-22,Female,A/L,41.864987571595414,Expert,High Low,17.9177
40380,Jason Banks,2020-03-23,20,2004-04-22,Female,A/L,47.945028300672234,Expert,Runoff,49.2049
40380,Jason Banks,2020-03-23,20,2004-04-22,Female,A/L,42.266448409764095,Expert,High Low,36.8078
40380,Jason Banks,2020-03-23,20,2004-04-22,Female,A/L,43.51721905402548,Expert,SPI Errors,24.4670
68391,Lance Mercado,2024-03-19,23,2001-04-23,Female,A/L,24.363097126611496,Beginner,High Low,22.8783
68391,Lance Mercado,2024-03-19,23,2001-04-23,Female,A/L,24.13108678057297,Beginner,SPI Errors,37.5190
68391,Lance Mercado,2024-03-19,23,2001-04-23,Female,A/L,24.194950066762907,Beginner,High Low,18.0652
68391,Lance Mercado,2024-03-19,23,2001-04-23,Female,A/L,25.010626626005255,Beginner,SPI Errors,44.9342
68391,Lance Mercado,2024-03-19,23,2001-04-23,Female,A/L,22.95943086954316,Beginner,SPI Errors,27.0615
85298,Chelsea Shepherd,2023-09-12,20,2004-04-22,Female,Diploma,20.813361160127506,Beginner,Runoff,36.6152
85298,Chelsea Shepherd,2023-09-12,20,2004-04-22,Female,Diploma,21.683226984986646,Beginner,SPI Errors,33.4909
85298,Chelsea Shepherd,2023-09-12,20,2004-04-22,Female,Diploma,21.17673535220633,Beginner,SPI Errors,23.6022
85298,Chelsea Shepherd,2023-09-12,20,2004-04-22,Female,Diploma,29.261841687910405,Beginner,SPI Errors,15.4099
85298,Chelsea Shepherd,2023-09-12,20,2004-04-22,Female,Diploma,26.398059126231047,Beginner,SPI Errors,23.2228
14408,Jessica Porter,2020-03-21,28,1996-04-24,Female,A/L,32.99676167027334,Intermediate,Openseam,25.7948
14408,Jessica Porter,2020-03-21,28,1996-04-24,Female,A/L,35.30302527862415,Intermediate,High Low,49.2454
14408,Jessica Porter,2020-03-21,28,1996-04-24,Female,A/L,34.00658254614784,Intermediate,High Low,40.4665
14408,Jessica Porter,2020-03-21,28,1996-04-24,Female,A/L,33.58800009985554,Intermediate,Runoff,40.3582
14408,Jessica Porter,2020-03-21,28,1996-04-24,Female,A/L,33.80176736905898,Intermediate,Runoff,45.8933
35534,Natalie Alvarez DVM,2023-01-06,20,2004-04-22,Female,Diploma,31.874277935463446,Intermediate,High Low,34.8643
35534,Natalie Alvarez DVM,2023-01-06,20,2004-04-22,Female,Diploma,39.33721931481299,Intermediate,Openseam,18.6209
35534,Natalie Alvarez DVM,2023-01-06,20,2004-04-22,Female,Diploma,39.27970800249109,Intermediate,High Low,40.0590
35534,Natalie Alvarez DVM,2023-01-06,20,2004-04-22,Female,Diploma,38.910952265374135,Intermediate,High Low,28.8599
35534,Natalie Alvarez DVM,2023-01-06,20,2004-04-22,Female,Diploma,35.602118455140534,Intermediate,Openseam,6.2945
82182,Dillon Webster,2023-12-24,27,1997-04-24,Female,O/L,24.045504539825778,Beginner,Runoff,17.1983
82182,Dillon Webster,2023-12-24,27,1997-04-24,Female,O/L,23.93235369789607,Beginner,Openseam,0.4220
82182,Dillon Webster,2023-12-24,27,1997-04-24,Female,O/L,24.87247990670992,Beginner,Openseam,16.2979
82182,Dillon Webster,2023-12-24,27,1997-04-24,Female,O/L,26.596065896868737,Beginner,Runoff,30.5078
82182,Dillon Webster,2023-12-24,27,1997-04-24,Female,O/L,23.915139366211132,Beginner,Runoff,24.3980
39072,Rebecca Massey,2023-01-19,30,1994-04-25,Female,A/L,28.607343428336012,Beginner,High Low,4.2460
39072,Rebecca Massey,2023-01-19,30,1994-04-25,Female,A/L,26.750494774705693,Beginner,High Low,17.2995
39072,Rebecca Massey,2023-01-19,30,1994-04-25,Female,A/L,29.91490064334066,Beginner,High Low,9.0987
39072,Rebecca Massey,2023-01-19,30,1994-04-25,Female,A/L,20.268371854704668,Beginner,High Low,47.9250
39072,Rebecca Massey,2023-01-19,30,1994-04-25,Female,A/L,20.047153262141364,Beginner,High Low,33.8140
47275,Ryan Martin,2023-09-17,20,2004-04-22,Female,A/L,43.856870175135136,Expert,Openseam,33.0632
47275,Ryan Martin,2023-09-17,20,2004-04-22,Female,A/L,47.45063175025065,Expert,High Low,49.9330
47275,Ryan Martin,2023-09-17,20,2004-04-22,Female,A/L,46.47992037560112,Expert,High Low,49.0282
47275,Ryan Martin,2023-09-17,20,2004-04-22,Female,A/L,44.32451372652625,Expert,High Low,6.2992
47275,Ryan Martin,2023-09-17,20,2004-04-22,Female,A/L,43.296761734170545,Expert,Openseam,42.0595
71736,Erin Robinson,2023-11-05,27,1997-04-24,Female,Diploma,46.613365620371745,Expert,Runoff,15.1927
71736,Erin Robinson,2023-11-05,27,1997-04-24,Female,Diploma,44.54783521899345,Expert,High Low,34.1357
71736,Erin Robinson,2023-11-05,27,1997-04-24,Female,Diploma,44.62022840497902,Expert,Runoff,16.6006
71736,Erin Robinson,2023-11-05,27,1997-04-24,Female,Diploma,46.84609548255062,Expert,High Low,37.4148
71736,Erin Robinson,2023-11-05,27,1997-04-24,Female,Diploma,48.853203330955864,Expert,SPI Errors,42.6581
66183,Paul Silva,2020-03-26,27,1997-04-24,Female,Diploma,39.010513387057635,Intermediate,Openseam,4.4901
66183,Paul Silva,2020-03-26,27,1997-04-24,Female,Diploma,38.72580255741124,Intermediate,SPI Errors,47.3322
66183,Paul Silva,2020-03-26,27,1997-04-24,Female,Diploma,37.907171653342246,Intermediate,Runoff,39.3921
66183,Paul Silva,2020-03-26,27,1997-04-24,Female,Diploma,33.810923404316476,Intermediate,SPI Errors,32.1452
66183,Paul Silva,2020-03-26,27,1997-04-24,Female,Diploma,34.13154882985225,Intermediate,Openseam,40.0292
53882,Phillip Anderson,2022-01-01,28,1996-04-24,Female,Diploma,42.17351672819719,Expert,Runoff,49.8774
53882,Phillip Anderson,2022-01-01,28,1996-04-24,Female,Diploma,43.33652300541656,Expert,High Low,14.5045
53882,Phillip Anderson,2022-01-01,28,1996-04-24,Female,Diploma,43.39586313686326,Expert,Runoff,37.6562
53882,Phillip Anderson,2022-01-01,28,1996-04-24,Female,Diploma,47.111707453586874,Expert,Openseam,23.6669
53882,Phillip Anderson,2022-01-01,28,1996-04-24,Female,Diploma,40.40334751558345,Expert,High Low,31.8734
73259,Cindy Johns,2021-05-11,29,1995-04-25,Female,A/L,41.15676831851832,Expert,SPI Errors,46.1474
73259,Cindy Johns,2021-05-11,29,1995-04-25,Female,A/L,41.23956217241096,Expert,Openseam,14.6668
73259,Cindy Johns,2021-05-11,29,1995-04-25,Female,A/L,40.13513296105557,Expert,Runoff,34.0528
73259,Cindy Johns,2021-05-11,29,1995-04-25,Female,A/L,40.633251444431124,Expert,SPI Errors,1.2644
73259,Cindy Johns,2021-05-11,29,1995-04-25,Female,A/L,43.588808393167646,Expert,High Low,26.1455
28290,Carly Pittman,2024-01-26,23,2001-04-23,Female,O/L,46.49842008295002,Expert,High Low,48.8093
28290,Carly Pittman,2024-01-26,23,2001-04-23,Female,O/L,48.130879586117764,Expert,Runoff,25.3508
28290,Carly Pittman,2024-01-26,23,2001-04-23,Female,O/L,46.27539491783138,Expert,High Low,29.5693
28290,Carly Pittman,2024-01-26,23,2001-04-23,Female,O/L,40.896398968809834,Expert,High Low,0.3892
28290,Carly Pittman,2024-01-26,23,2001-04-23,Female,O/L,40.45556349170645,Expert,Runoff,2.6694
77299,Mrs. Sarah Porter MD,2023-07-18,24,2000-04-23,Female,Diploma,24.260922874869042,Beginner,Runoff,11.5176
77299,Mrs. Sarah Porter MD,2023-07-18,24,2000-04-23,Female,Diploma,23.010219271361898,Beginner,High Low,48.0002
77299,Mrs. Sarah Porter MD,2023-07-18,24,2000-04-23,Female,Diploma,26.406633811967787,Beginner,Runoff,23.2158
77299,Mrs. Sarah Porter MD,2023-07-18,24,2000-04-23,Female,Diploma,29.66138250328117,Beginner,High Low,11.9797
77299,Mrs. Sarah Porter MD,2023-07-18,24,2000-04-23,Female,Diploma,20.533625863415963,Beginner,High Low,40.4685
93758,Jennifer Wilson,2022-04-07,22,2002-04-23,Female,A/L,43.54256097395113,Expert,SPI Errors,19.5185
93758,Jennifer Wilson,2022-04-07,22,2002-04-23,Female,A/L,49.1390520024151,Expert,Openseam,22.1110
93758,Jennifer Wilson,2022-04-07,22,2002-04-23,Female,A/L,40.216084328330844,Expert,SPI Errors,30.4756
93758,Jennifer Wilson,2022-04-07,22,2002-04-23,Female,A/L,42.55712380973415,Expert,Openseam,26.9351
93758,Jennifer Wilson,2022-04-07,22,2002-04-23,Female,A/L,47.80224646160829,Expert,High Low,41.5938
83836,Thomas Walker,2022-08-15,24,2000-04-23,Female,Diploma,23.728738528368105,Beginner,SPI Errors,48.7445
83836,Thomas Walker,2022-08-15,24,2000-04-23,Female,Diploma,28.868639929573106,Beginner,Openseam,4.4030
83836,Thomas Walker,2022-08-15,24,2000-04-23,Female,Diploma,21.176503531072303,Beginner,SPI Errors,4.6873
83836,Thomas Walker,2022-08-15,24,2000-04-23,Female,Diploma,22.011988725589354,Beginner,Openseam,32.7451
83836,Thomas Walker,2022-08-15,24,2000-04-23,Female,Diploma,21.49791479065258,Beginner,SPI Errors,42.7150
52625,Michelle Hall,2020-09-13,29,1995-04-25,Female,O/L,45.00328155074578,Expert,SPI Errors,11.7221
52625,Michelle Hall,2020-09-13,29,1995-04-25,Female,O/L,40.83126332669489,Expert,Runoff,25.6279
52625,Michelle Hall,2020-09-13,29,1995-04-25,Female,O/L,49.59727827882264,Expert,Openseam,27.3403
52625,Michelle Hall,2020-09-13,29,1995-04-25,Female,O/L,42.48808593327002,Expert,Runoff,6.4202
52625,Michelle Hall,2020-09-13,29,1995-04-25,Female,O/L,48.73754711047481,Expert,High Low,43.9040
55770,Kevin Mills,2021-09-23,23,2001-04-23,Female,O/L,44.9514699022092,Expert,Runoff,39.9636
55770,Kevin Mills,2021-09-23,23,2001-04-23,Female,O/L,40.574508032025975,Expert,Runoff,33.5715
55770,Kevin Mills,2021-09-23,23,2001-04-23,Female,O/L,47.143306203755,Expert,SPI Errors,0.7753
55770,Kevin Mills,2021-09-23,23,2001-04-23,Female,O/L,46.43234977951053,Expert,SPI Errors,20.4729
55770,Kevin Mills,2021-09-23,23,2001-04-23,Female,O/L,41.133406222109116,Expert,Openseam,9.5493
84697,Emily Morrison,2022-06-13,28,1996-04-24,Female,A/L,25.51757562793445,Beginner,High Low,41.7245
84697,Emily Morrison,2022-06-13,28,1996-04-24,Female,A/L,25.644654788767532,Beginner,High Low,9.6673
84697,Emily Morrison,2022-06-13,28,1996-04-24,Female,A/L,23.2310627948539,Beginner,SPI Errors,4.2152
84697,Emily Morrison,2022-06-13,28,1996-04-24,Female,A/L,20.840864916775388,Beginner,High Low,6.3613
84697,Emily Morrison,2022-06-13,28,1996-04-24,Female,A/L,28.15433157348051,Beginner,SPI Errors,45.9033
28102,Christopher Flores,2021-05-13,24,2000-04-23,Female,Diploma,31.585969852817687,Intermediate,High Low,8.2291
28102,Christopher Flores,2021-05-13,24,2000-04-23,Female,Diploma,35.39611796677761,Intermediate,SPI Errors,0.4014
28102,Christopher Flores,2021-05-13,24,2000-04-23,Female,Diploma,39.419694475635495,Intermediate,High Low,11.8472
28102,Christopher Flores,2021-05-13,24,2000-04-23,Female,Diploma,38.08027295636906,Intermediate,SPI Errors,18.1329
28102,Christopher Flores,2021-05-13,24,2000-04-23,Female,Diploma,36.8574445958235,Intermediate,SPI Errors,2.7434
12875,Matthew Duncan,2020-08-15,21,2003-04-23,Female,O/L,40.928234644747256,Expert,High Low,14.8709
12875,Matthew Duncan,2020-08-15,21,2003-04-23,Female,O/L,41.858928768561455,Expert,Openseam,12.3340
12875,Matthew Duncan,2020-08-15,21,2003-04-23,Female,O/L,45.39101373216468,Expert,High Low,39.1448
12875,Matthew Duncan,2020-08-15,21,2003-04-23,Female,O/L,45.78330016260244,Expert,High Low,24.9077
12875,Matthew Duncan,2020-08-15,21,2003-04-23,Female,O/L,48.4976365757842,Expert,Openseam,40.7746
93400,Nicole Spencer,2023-10-14,20,2004-04-22,Female,Diploma,30.949540450041578,Intermediate,Runoff,6.1731
93400,Nicole Spencer,2023-10-14,20,2004-04-22,Female,Diploma,35.54250745742074,Intermediate,Runoff,47.3475
93400,Nicole Spencer,2023-10-14,20,2004-04-22,Female,Diploma,30.959730035065444,Intermediate,Openseam,1.4528
93400,Nicole Spencer,2023-10-14,20,2004-04-22,Female,Diploma,32.454606946898416,Intermediate,Openseam,34.2308
93400,Nicole Spencer,2023-10-14,20,2004-04-22,Female,Diploma,34.06115599118974,Intermediate,Runoff,48.8885
83868,Keith Ritter,2022-11-04,21,2003-04-23,Female,A/L,31.471607808597277,Intermediate,Runoff,0.7432
83868,Keith Ritter,2022-11-04,21,2003-04-23,Female,A/L,31.17658836611183,Intermediate,Openseam,33.3025
83868,Keith Ritter,2022-11-04,21,2003-04-23,Female,A/L,32.52605655047917,Intermediate,SPI Errors,45.7484
83868,Keith Ritter,2022-11-04,21,2003-04-23,Female,A/L,36.793389865183045,Intermediate,Runoff,26.5810
83868,Keith Ritter,2022-11-04,21,2003-04-23,Female,A/L,38.95715877315091,Intermediate,Openseam,28.4105
92230,Shaun Thompson,2021-11-27,26,1998-04-24,Female,O/L,43.64148439465841,Expert,Runoff,27.8705
92230,Shaun Thompson,2021-11-27,26,1998-04-24,Female,O/L,43.26324771234799,Expert,Runoff,31.6749
92230,Shaun Thompson,2021-11-27,26,1998-04-24,Female,O/L,46.37732520575567,Expert,High Low,45.9508
92230,Shaun Thompson,2021-11-27,26,1998-04-24,Female,O/L,49.610135231844666,Expert,Runoff,48.8584
92230,Shaun Thompson,2021-11-27,26,1998-04-24,Female,O/L,44.805014627631905,Expert,Runoff,19.2301
62499,Abigail Roberts,2021-08-10,20,2004-04-22,Female,Diploma,48.271773442096716,Expert,High Low,32.3832
62499,Abigail Roberts,2021-08-10,20,2004-04-22,Female,Diploma,42.93075052933638,Expert,High Low,1.1382
62499,Abigail Roberts,2021-08-10,20,2004-04-22,Female,Diploma,47.74616237600765,Expert,High Low,38.9054
62499,Abigail Roberts,2021-08-10,20,2004-04-22,Female,Diploma,44.30762482752872,Expert,SPI Errors,26.0323
62499,Abigail Roberts,2021-08-10,20,2004-04-22,Female,Diploma,47.988013500394985,Expert,Openseam,24.0341
72143,Samantha Castillo,2020-09-10,28,1996-04-24,Female,O/L,38.46773486067778,Intermediate,High Low,44.8433
72143,Samantha Castillo,2020-09-10,28,1996-04-24,Female,O/L,30.59369125221,Intermediate,Openseam,7.2496
72143,Samantha Castillo,2020-09-10,28,1996-04-24,Female,O/L,38.73117547769499,Intermediate,Openseam,30.5406
72143,Samantha Castillo,2020-09-10,28,1996-04-24,Female,O/L,35.26568320013277,Intermediate,Openseam,42.2920
72143,Samantha Castillo,2020-09-10,28,1996-04-24,Female,O/L,36.107786068481815,Intermediate,High Low,10.9790
48370,Richard Schultz,2021-12-25,22,2002-04-23,Female,O/L,39.71465386656269,Intermediate,High Low,33.8079
48370,Richard Schultz,2021-12-25,22,2002-04-23,Female,O/L,34.16243945461144,Intermediate,Openseam,12.9537
48370,Richard Schultz,2021-12-25,22,2002-04-23,Female,O/L,32.21217342914028,Intermediate,SPI Errors,0.1431
48370,Richard Schultz,2021-12-25,22,2002-04-23,Female,O/L,39.957250657200206,Intermediate,Openseam,26.1455
48370,Richard Schultz,2021-12-25,22,2002-04-23,Female,O/L,34.13092904285197,Intermediate,SPI Errors,31.5719
32385,Alyssa Gibson,2021-09-04,25,1999-04-24,Female,O/L,24.40027329930654,Beginner,Openseam,44.4323
32385,Alyssa Gibson,2021-09-04,25,1999-04-24,Female,O/L,28.06125754299829,Beginner,Openseam,23.4668
32385,Alyssa Gibson,2021-09-04,25,1999-04-24,Female,O/L,29.902743903501694,Beginner,Openseam,45.2477
32385,Alyssa Gibson,2021-09-04,25,1999-04-24,Female,O/L,29.700194730111036,Beginner,Runoff,21.6016
32385,Alyssa Gibson,2021-09-04,25,1999-04-24,Female,O/L,25.689869950699638,Beginner,Openseam,35.0914
17902,Walter Johnson,2023-08-11,23,2001-04-23,Female,Diploma,45.91416636271378,Expert,Runoff,7.2399
17902,Walter Johnson,2023-08-11,23,2001-04-23,Female,Diploma,48.6636735596333,Expert,Runoff,27.7121
17902,Walter Johnson,2023-08-11,23,2001-04-23,Female,Diploma,40.986467782319544,Expert,SPI Errors,10.6095
17902,Walter Johnson,2023-08-11,23,2001-04-23,Female,Diploma,44.45299966630747,Expert,High Low,12.8051
17902,Walter Johnson,2023-08-11,23,2001-04-23,Female,Diploma,42.20284513813156,Expert,High Low,26.8982
33079,William Hall,2023-10-14,23,2001-04-23,Female,O/L,39.282424334022785,Intermediate,Openseam,49.7207
33079,William Hall,2023-10-14,23,2001-04-23,Female,O/L,36.23650253205745,Intermediate,Runoff,37.6075
33079,William Hall,2023-10-14,23,2001-04-23,Female,O/L,30.608221516590003,Intermediate,Runoff,14.4322
33079,William Hall,2023-10-14,23,2001-04-23,Female,O/L,36.621238516781155,Intermediate,High Low,25.3573
33079,William Hall,2023-10-14,23,2001-04-23,Female,O/L,38.16429101151277,Intermediate,High Low,46.0258
55292,Kyle Stein,2023-01-07,20,2004-04-22,Female,O/L,43.47132005928807,Expert,SPI Errors,1.4157
55292,Kyle Stein,2023-01-07,20,2004-04-22,Female,O/L,49.98299777383282,Expert,High Low,30.0379
55292,Kyle Stein,2023-01-07,20,2004-04-22,Female,O/L,43.11079192576066,Expert,Openseam,21.9319
55292,Kyle Stein,2023-01-07,20,2004-04-22,Female,O/L,47.5219789517537,Expert,SPI Errors,3.8070
55292,Kyle Stein,2023-01-07,20,2004-04-22,Female,O/L,47.71920496874789,Expert,Runoff,11.1224
54748,Kimberly House MD,2020-09-03,22,2002-04-23,Female,A/L,29.086078427350962,Beginner,High Low,8.9867
54748,Kimberly House MD,2020-09-03,22,2002-04-23,Female,A/L,22.839913039211517,Beginner,High Low,16.4278
54748,Kimberly House MD,2020-09-03,22,2002-04-23,Female,A/L,26.671858023527076,Beginner,High Low,48.4263
54748,Kimberly House MD,2020-09-03,22,2002-04-23,Female,A/L,20.273741522744128,Beginner,SPI Errors,42.4533
54748,Kimberly House MD,2020-09-03,22,2002-04-23,Female,A/L,26.917512508344267,Beginner,SPI Errors,37.2033
92643,Elizabeth Baker,2024-03-16,25,1999-04-24,Female,Diploma,39.47280651353299,Intermediate,SPI Errors,11.7950
92643,Elizabeth Baker,2024-03-16,25,1999-04-24,Female,Diploma,39.1860431394023,Intermediate,Runoff,16.4091
92643,Elizabeth Baker,2024-03-16,25,1999-04-24,Female,Diploma,32.17661071715729,Intermediate,High Low,37.5239
92643,Elizabeth Baker,2024-03-16,25,1999-04-24,Female,Diploma,39.74185872984395,Intermediate,SPI Errors,41.3708
92643,Elizabeth Baker,2024-03-16,25,1999-04-24,Female,Diploma,39.97093992049019,Intermediate,High Low,31.7567
34381,Ana Durham,2021-02-09,22,2002-04-23,Female,A/L,27.266195065149255,Beginner,Runoff,7.6077
34381,Ana Durham,2021-02-09,22,2002-04-23,Female,A/L,22.666015657990172,Beginner,Runoff,28.3356
34381,Ana Durham,2021-02-09,22,2002-04-23,Female,A/L,27.671270607288903,Beginner,Openseam,16.7006
34381,Ana Durham,2021-02-09,22,2002-04-23,Female,A/L,21.6429184558896,Beginner,Openseam,44.1591
34381,Ana Durham,2021-02-09,22,2002-04-23,Female,A/L,22.174134335179538,Beginner,Openseam,12.5148
62985,Rebecca Morris,2021-03-06,30,1994-04-25,Female,A/L,23.04481473486163,Beginner,SPI Errors,7.4365
62985,Rebecca Morris,2021-03-06,30,1994-04-25,Female,A/L,26.67260530338509,Beginner,SPI Errors,33.8074
62985,Rebecca Morris,2021-03-06,30,1994-04-25,Female,A/L,21.93447798950627,Beginner,SPI Errors,33.1094
62985,Rebecca Morris,2021-03-06,30,1994-04-25,Female,A/L,28.15894674152478,Beginner,Runoff,21.3195
62985,Rebecca Morris,2021-03-06,30,1994-04-25,Female,A/L,28.679107779601246,Beginner,Runoff,7.0108
40546,Lindsay Miller,2020-09-25,21,2003-04-23,Female,Diploma,32.5884456200649,Intermediate,High Low,48.8093
40546,Lindsay Miller,2020-09-25,21,2003-04-23,Female,Diploma,31.08493340009834,Intermediate,Openseam,5.1133
40546,Lindsay Miller,2020-09-25,21,2003-04-23,Female,Diploma,34.8517521346792,Intermediate,SPI Errors,43.2979
40546,Lindsay Miller,2020-09-25,21,2003-04-23,Female,Diploma,33.21639315670481,Intermediate,SPI Errors,31.5379
40546,Lindsay Miller,2020-09-25,21,2003-04-23,Female,Diploma,32.304157141882996,Intermediate,SPI Errors,46.0234
23753,Brandon Collier,2023-03-16,27,1997-04-24,Female,A/L,38.12591615876359,Intermediate,SPI Errors,18.0767
23753,Brandon Collier,2023-03-16,27,1997-04-24,Female,A/L,35.852467145780395,Intermediate,SPI Errors,1.3868
23753,Brandon Collier,2023-03-16,27,1997-04-24,Female,A/L,38.570149900735615,Intermediate,Openseam,40.4687
23753,Brandon Collier,2023-03-16,27,1997-04-24,Female,A/L,33.228772765387944,Intermediate,Openseam,13.6364
23753,Brandon Collier,2023-03-16,27,1997-04-24,Female,A/L,38.61742148999983,Intermediate,Openseam,12.6536
27616,James Hansen,2021-12-17,20,2004-04-22,Female,O/L,32.449057637968,Intermediate,Runoff,16.7376
27616,James Hansen,2021-12-17,20,2004-04-22,Female,O/L,30.372616035481332,Intermediate,Openseam,44.0985
27616,James Hansen,2021-12-17,20,2004-04-22,Female,O/L,38.32012003513922,Intermediate,Openseam,8.5566
27616,James Hansen,2021-12-17,20,2004-04-22,Female,O/L,38.70024859391799,Intermediate,Runoff,23.2508
27616,James Hansen,2021-12-17,20,2004-04-22,Female,O/L,35.8535133884718,Intermediate,Runoff,7.5851
39054,Joel Barber,2020-04-10,26,1998-04-24,Female,O/L,25.65398414721834,Beginner,Openseam,31.6292
39054,Joel Barber,2020-04-10,26,1998-04-24,Female,O/L,27.33315963240755,Beginner,Openseam,32.2193
39054,Joel Barber,2020-04-10,26,1998-04-24,Female,O/L,20.88593076629185,Beginner,High Low,43.0017
39054,Joel Barber,2020-04-10,26,1998-04-24,Female,O/L,25.836358929738964,Beginner,High Low,38.9300
39054,Joel Barber,2020-04-10,26,1998-04-24,Female,O/L,28.795043573111904,Beginner,Openseam,2.7318
59005,Jessica Martinez,2022-08-11,29,1995-04-25,Female,Diploma,28.417589418964155,Beginner,SPI Errors,9.6779
59005,Jessica Martinez,2022-08-11,29,1995-04-25,Female,Diploma,25.22302278663753,Beginner,Openseam,0.9725
59005,Jessica Martinez,2022-08-11,29,1995-04-25,Female,Diploma,29.883882652397688,Beginner,SPI Errors,48.1730
59005,Jessica Martinez,2022-08-11,29,1995-04-25,Female,Diploma,29.55102065514392,Beginner,Openseam,42.7059
59005,Jessica Martinez,2022-08-11,29,1995-04-25,Female,Diploma,27.187468629047483,Beginner,Openseam,26.6719
11661,Joy Simmons,2022-02-13,29,1995-04-25,Female,A/L,40.19762731121602,Expert,High Low,17.8502
11661,Joy Simmons,2022-02-13,29,1995-04-25,Female,A/L,41.014687324914185,Expert,Openseam,0.4652
11661,Joy Simmons,2022-02-13,29,1995-04-25,Female,A/L,46.15383897653879,Expert,Openseam,40.1920
11661,Joy Simmons,2022-02-13,29,1995-04-25,Female,A/L,46.85045646960854,Expert,Openseam,1.7133
11661,Joy Simmons,2022-02-13,29,1995-04-25,Female,A/L,46.79733863226795,Expert,SPI Errors,27.4444
30816,Joseph Campbell,2022-09-18,24,2000-04-23,Female,Diploma,37.37464429848327,Intermediate,SPI Errors,21.3063
